,datetime,machineID,volt,rotate,pressure,vibration,model,age,anomaly,anomaly_final,date,time,volt_round,rotate_round,pressure_round,vibration_round,rotate_rate_change,rotate_rate_change_type,rotate_rate_change_abs,rotate_lag1,rotate_rate_change_lag1,rotate_rate_change_type_lag1,rotate_rate_change_abs_lag1,volt_rate_change,volt_rate_change_type,volt_rate_change_abs,volt_lag1,volt_rate_change_lag1,volt_rate_change_type_lag1,volt_rate_change_abs_lag1,pressure_rate_change,pressure_rate_change_type,pressure_rate_change_abs,pressure_lag1,pressure_rate_change_lag1,pressure_rate_change_type_lag1,pressure_rate_change_abs_lag1,vibration_rate_change,vibration_rate_change_type,vibration_rate_change_abs,vibration_lag1,vibration_rate_change_lag1,vibration_rate_change_type_lag1,vibration_rate_change_abs_lag1,machineID_lag1,model_lag1,age_lag1,description,description_absolute,description_lag1,description_absolute_lag1,failure_comp1,failure_comp2,failure_comp3,failure_comp4,maint_comp1,maint_comp2,maint_comp3,maint_comp4,error1,error2,error3,error4,error5,failure,maint,error,failure_ID
566,2015-07-30 06:00:00,39,205.18305621924,477.8648541877,93.2256814652592,35.7894431849351,model4,0,True,There are some anomalies,2015-07-30,06:00:00,205.183056,477.864854,93.225681,35.789443,-0.09458810059311293,decrease,9.4588,527.78724744035,0.21177923429278211,increase,21.1779,0.007641671146710552,increase,0.7642,203.627005605811,0.09520010009011134,increase,9.52,-0.1657374498630088,decrease,16.5737,111.746214006551,0.1494760447157823,increase,14.9476,-0.1445231235439102,decrease,14.4523,41.8356640254228,0.015386408496227648,increase,1.5386,39.0,model4,0.0,"At at the time 06:00:00 in 2015-07-30, the machine which has machine ID 39 and model ID model4 and 0 age , has hourly average voltage increase about 0.7642 percent  and hourly average rotation decrease about 9.4588 percent  and hourly average pressure decrease about 16.5737 percent  and hourly average vibration decrease about 14.4523 percent .","At the time 06:00:00 in 2015-07-30, the machine which has machine ID 39 and model ID model4 and 0 age , has hourly average voltage 205.183056 and hourly average rotation 477.864854 and hourly average pressure 93.225681 and hourly average vibration 35.789443 .","At at the time 05:00:00 in 2015-07-30, the machine which has machine ID 39 and model ID model4 and 0 age , has hourly average voltage increase about 9.52 percent  and hourly average rotation increase about 21.1779 percent  and hourly average pressure increase about 14.9476 percent  and hourly average vibration increase about 1.5386 percent .","At the time 05:00:00 in 2015-07-30, the machine which has machine ID 39 and model ID model4 and 0 age , has hourly average voltage 203.627006 and hourly average rotation 527.787247 and hourly average pressure 111.746214 and hourly average vibration 41.835664 .",1,0,0,0,1,0,1,0,0,0,0,0,0,True,True,False,1
185,2015-07-30 06:00:00,14,128.24314702927,323.317823874359,93.2640112075472,42.1195086029345,model3,1,True,There are some anomalies,2015-07-30,06:00:00,128.243147,323.317824,93.264011,42.119509,-0.09302328514363663,decrease,9.3023,356.478637850766,0.0685860698435974,increase,6.8586,-0.2976956557946907,decrease,29.7696,182.603379983906,0.17968503711743472,increase,17.9685,0.22168365241132013,increase,22.1684,76.3405575768045,-0.24395780055718574,decrease,24.3958,-0.008089471651436171,decrease,0.8089,42.4630119342109,-0.052390581700842855,decrease,5.2391,14.0,model3,1.0,"At at the time 06:00:00 in 2015-07-30, the machine which has machine ID 14 and model ID model3 and 1 age , has hourly average voltage decrease about 29.7696 percent  and hourly average rotation decrease about 9.3023 percent  and hourly average pressure increase about 22.1684 percent  and hourly average vibration decrease about 0.8089 percent .","At the time 06:00:00 in 2015-07-30, the machine which has machine ID 14 and model ID model3 and 1 age , has hourly average voltage 128.243147 and hourly average rotation 323.317824 and hourly average pressure 93.264011 and hourly average vibration 42.119509 .","At at the time 05:00:00 in 2015-07-30, the machine which has machine ID 14 and model ID model3 and 1 age , has hourly average voltage increase about 17.9685 percent  and hourly average rotation increase about 6.8586 percent  and hourly average pressure decrease about 24.3958 percent  and hourly average vibration decrease about 5.2391 percent .","At the time 05:00:00 in 2015-07-30, the machine which has machine ID 14 and model ID model3 and 1 age , has hourly average voltage 182.60338 and hourly average rotation 356.478638 and hourly average pressure 76.340558 and hourly average vibration 42.463012 .",0,1,0,0,0,1,1,0,0,0,0,0,0,True,True,False,1
239,2015-07-30 06:00:00,17,196.890819122065,462.569163759115,115.743080266198,42.9255845447276,model1,14,True,There are some anomalies,2015-07-30,06:00:00,196.890819,462.569164,115.74308,42.925585,0.1746491804301506,increase,17.4649,393.793458902959,0.024248106161452666,increase,2.4248,0.09064481675586385,increase,9.0645,180.52698375968,-0.04083730299744032,decrease,4.0837,0.33136411713743236,increase,33.1364,86.9357066007287,-0.08094304311879896,decrease,8.0943,0.2587200553104483,increase,25.872,34.1025666220441,-0.08217885814731189,decrease,8.2179,17.0,model1,14.0,"At at the time 06:00:00 in 2015-07-30, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage increase about 9.0645 percent  and hourly average rotation increase about 17.4649 percent  and hourly average pressure increase about 33.1364 percent  and hourly average vibration increase about 25.872 percent .","At the time 06:00:00 in 2015-07-30, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage 196.890819 and hourly average rotation 462.569164 and hourly average pressure 115.74308 and hourly average vibration 42.925585 .","At at the time 05:00:00 in 2015-07-30, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage decrease about 4.0837 percent  and hourly average rotation increase about 2.4248 percent  and hourly average pressure decrease about 8.0943 percent  and hourly average vibration decrease about 8.2179 percent .","At the time 05:00:00 in 2015-07-30, the machine which has machine ID 17 and model ID model1 and 14 age , has hourly average voltage 180.526984 and hourly average rotation 393.793459 and hourly average pressure 86.935707 and hourly average vibration 34.102567 .",1,0,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
838,2015-07-30 06:00:00,58,163.717907385686,427.449496347807,135.959688593332,42.1623152333165,model1,5,True,There are some anomalies,2015-07-30,06:00:00,163.717907,427.449496,135.959689,42.162315,-0.04044746620342987,decrease,4.0447,445.467529179,0.15377203036544573,increase,15.3772,-0.12774884302930634,decrease,12.7749,187.695832877166,0.16747085468940684,increase,16.7471,0.04264445310219046,increase,4.2644,130.398898866061,0.04199458033605169,increase,4.1995,0.0077442985695073885,increase,0.7744,41.8383068930937,0.011589372321650507,increase,1.1589,58.0,model1,5.0,"At at the time 06:00:00 in 2015-07-30, the machine which has machine ID 58 and model ID model1 and 5 age , has hourly average voltage decrease about 12.7749 percent  and hourly average rotation decrease about 4.0447 percent  and hourly average pressure increase about 4.2644 percent  and hourly average vibration increase about 0.7744 percent .","At the time 06:00:00 in 2015-07-30, the machine which has machine ID 58 and model ID model1 and 5 age , has hourly average voltage 163.717907 and hourly average rotation 427.449496 and hourly average pressure 135.959689 and hourly average vibration 42.162315 .","At at the time 05:00:00 in 2015-07-30, the machine which has machine ID 58 and model ID model1 and 5 age , has hourly average voltage increase about 16.7471 percent  and hourly average rotation increase about 15.3772 percent  and hourly average pressure increase about 4.1995 percent  and hourly average vibration increase about 1.1589 percent .","At the time 05:00:00 in 2015-07-30, the machine which has machine ID 58 and model ID model1 and 5 age , has hourly average voltage 187.695833 and hourly average rotation 445.467529 and hourly average pressure 130.398899 and hourly average vibration 41.838307 .",0,0,1,0,0,1,1,0,0,0,0,0,0,True,True,False,1
352,2015-07-30 16:00:00,24,153.405471185124,479.2240711825,105.748706736785,50.0619245637428,model1,20,False,There is no anomaly,2015-07-30,16:00:00,153.405471,479.224071,105.748707,50.061925,-0.03703097370802223,decrease,3.7031,497.65263274127,0.05367679158928293,increase,5.3677,-0.049791125016163604,decrease,4.9791,161.443946929809,-0.07041638080641968,decrease,7.0416,0.09864117152758779,increase,9.8641,96.2540904868406,-0.034427716484702,decrease,3.4428,-0.0746217415171851,decrease,7.4622,54.0988769779623,0.004002366648561403,increase,0.4002,24.0,model1,20.0,"At at the time 16:00:00 in 2015-07-30, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage decrease about 4.9791 percent  and hourly average rotation decrease about 3.7031 percent  and hourly average pressure increase about 9.8641 percent  and hourly average vibration decrease about 7.4622 percent .","At the time 16:00:00 in 2015-07-30, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 153.405471 and hourly average rotation 479.224071 and hourly average pressure 105.748707 and hourly average vibration 50.061925 .","At at the time 15:00:00 in 2015-07-30, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage decrease about 7.0416 percent  and hourly average rotation increase about 5.3677 percent  and hourly average pressure decrease about 3.4428 percent  and hourly average vibration increase about 0.4002 percent .","At the time 15:00:00 in 2015-07-30, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 161.443947 and hourly average rotation 497.652633 and hourly average pressure 96.25409 and hourly average vibration 54.098877 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
679,2015-07-31 02:00:00,47,149.175229686512,455.171975398081,106.316762774273,34.3385474727366,model2,6,False,There is no anomaly,2015-07-31,02:00:00,149.17523,455.171975,106.316763,34.338547,-0.09134323820529255,decrease,9.1343,500.928397318104,0.20332166328257165,increase,20.3322,-0.15671430896380478,decrease,15.6714,176.897617583445,-0.16367740988504959,decrease,16.3677,-0.08993577044460924,decrease,8.9936,116.823361826026,0.247003768839861,increase,24.7004,-0.007159553948543723,decrease,0.716,34.5861690156778,-0.29905308001602293,decrease,29.9053,47.0,model2,6.0,"At at the time 02:00:00 in 2015-07-31, the machine which has machine ID 47 and model ID model2 and 6 age , has hourly average voltage decrease about 15.6714 percent  and hourly average rotation decrease about 9.1343 percent  and hourly average pressure decrease about 8.9936 percent  and hourly average vibration decrease about 0.716 percent .","At the time 02:00:00 in 2015-07-31, the machine which has machine ID 47 and model ID model2 and 6 age , has hourly average voltage 149.17523 and hourly average rotation 455.171975 and hourly average pressure 106.316763 and hourly average vibration 34.338547 .","At at the time 01:00:00 in 2015-07-31, the machine which has machine ID 47 and model ID model2 and 6 age , has hourly average voltage decrease about 16.3677 percent  and hourly average rotation increase about 20.3322 percent  and hourly average pressure increase about 24.7004 percent  and hourly average vibration decrease about 29.9053 percent .","At the time 01:00:00 in 2015-07-31, the machine which has machine ID 47 and model ID model2 and 6 age , has hourly average voltage 176.897618 and hourly average rotation 500.928397 and hourly average pressure 116.823362 and hourly average vibration 34.586169 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
353,2015-07-31 06:00:00,24,168.136298438024,411.389654739656,104.113307507361,51.3537070584174,model1,20,True,There are some anomalies,2015-07-31,06:00:00,168.136298,411.389655,104.113308,51.353707,-0.052182778066125146,decrease,5.2183,434.039016404744,-0.04445873877978965,decrease,4.4459,0.07520286029506845,increase,7.5203,156.376349661014,-0.04013769258802228,decrease,4.0138,-0.0428996048776293,decrease,4.29,108.779923232661,0.44416656411005057,increase,44.4167,0.1391003697883658,increase,13.91,45.0826884271475,-0.19256863461761964,decrease,19.2569,24.0,model1,20.0,"At at the time 06:00:00 in 2015-07-31, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage increase about 7.5203 percent  and hourly average rotation decrease about 5.2183 percent  and hourly average pressure decrease about 4.29 percent  and hourly average vibration increase about 13.91 percent .","At the time 06:00:00 in 2015-07-31, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 168.136298 and hourly average rotation 411.389655 and hourly average pressure 104.113308 and hourly average vibration 51.353707 .","At at the time 05:00:00 in 2015-07-31, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage decrease about 4.0138 percent  and hourly average rotation decrease about 4.4459 percent  and hourly average pressure increase about 44.4167 percent  and hourly average vibration decrease about 19.2569 percent .","At the time 05:00:00 in 2015-07-31, the machine which has machine ID 24 and model ID model1 and 20 age , has hourly average voltage 156.37635 and hourly average rotation 434.039016 and hourly average pressure 108.779923 and hourly average vibration 45.082688 .",0,0,0,1,0,0,1,1,0,0,0,0,0,True,True,False,1
1413,2015-07-31 11:00:00,94,178.707610881077,378.666857961771,114.370733228404,49.4573945856205,model2,18,False,There is no anomaly,2015-07-31,11:00:00,178.707611,378.666858,114.370733,49.457395,-0.10290966787477986,decrease,10.291,422.105605646985,-0.1996755309461303,decrease,19.9676,0.14211921926206159,increase,14.2119,156.470189685226,-0.13975832846899616,decrease,13.9758,0.3372860047403105,increase,33.7286,85.5245122008241,-0.2434332488401418,decrease,24.3433,0.3476736357249868,increase,34.7674,36.6983468954,-0.20635071128268762,decrease,20.6351,94.0,model2,18.0,"At at the time 11:00:00 in 2015-07-31, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage increase about 14.2119 percent  and hourly average rotation decrease about 10.291 percent  and hourly average pressure increase about 33.7286 percent  and hourly average vibration increase about 34.7674 percent .","At the time 11:00:00 in 2015-07-31, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage 178.707611 and hourly average rotation 378.666858 and hourly average pressure 114.370733 and hourly average vibration 49.457395 .","At at the time 10:00:00 in 2015-07-31, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage decrease about 13.9758 percent  and hourly average rotation decrease about 19.9676 percent  and hourly average pressure decrease about 24.3433 percent  and hourly average vibration decrease about 20.6351 percent .","At the time 10:00:00 in 2015-07-31, the machine which has machine ID 94 and model ID model2 and 18 age , has hourly average voltage 156.47019 and hourly average rotation 422.105606 and hourly average pressure 85.524512 and hourly average vibration 36.698347 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
775,2015-07-31 19:00:00,54,166.40750459391,481.272188752841,97.3343105679472,44.0995149647077,model2,10,False,There is no anomaly,2015-07-31,19:00:00,166.407505,481.272189,97.334311,44.099515,0.03794422039271845,increase,3.7944,463.678277981784,0.13481478215741238,increase,13.4815,0.004533709790476779,increase,0.4534,165.656466251012,-0.08126496761552295,decrease,8.1265,0.17335859612822635,increase,17.3359,82.9535922684887,-0.1818292470701189,decrease,18.1829,0.6704351479818895,increase,67.0435,26.400016198166,-0.4246366386001701,decrease,42.4637,54.0,model2,10.0,"At at the time 19:00:00 in 2015-07-31, the machine which has machine ID 54 and model ID model2 and 10 age , has hourly average voltage increase about 0.4534 percent  and hourly average rotation increase about 3.7944 percent  and hourly average pressure increase about 17.3359 percent  and hourly average vibration increase about 67.0435 percent .","At the time 19:00:00 in 2015-07-31, the machine which has machine ID 54 and model ID model2 and 10 age , has hourly average voltage 166.407505 and hourly average rotation 481.272189 and hourly average pressure 97.334311 and hourly average vibration 44.099515 .","At at the time 18:00:00 in 2015-07-31, the machine which has machine ID 54 and model ID model2 and 10 age , has hourly average voltage decrease about 8.1265 percent  and hourly average rotation increase about 13.4815 percent  and hourly average pressure decrease about 18.1829 percent  and hourly average vibration decrease about 42.4637 percent .","At the time 18:00:00 in 2015-07-31, the machine which has machine ID 54 and model ID model2 and 10 age , has hourly average voltage 165.656466 and hourly average rotation 463.678278 and hourly average pressure 82.953592 and hourly average vibration 26.400016 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
924,2015-08-01 00:00:00,64,165.312638498751,433.484538083123,116.670842425838,35.6184894579206,model3,20,False,There is no anomaly,2015-08-01,00:00:00,165.312638,433.484538,116.670842,35.618489,0.0697424994452776,increase,6.9742,405.22325541699,-0.18291852744075224,decrease,18.2919,0.11924739120037503,increase,11.9247,147.699820252836,-0.008354153021712211,decrease,0.8354,0.0865578348923502,increase,8.6558,107.376559884083,0.05395849031308286,increase,5.3958,-0.12519017378922312,decrease,12.519,40.7156943037568,-0.06096500370559635,decrease,6.0965,64.0,model3,20.0,"At at the time 00:00:00 in 2015-08-01, the machine which has machine ID 64 and model ID model3 and 20 age , has hourly average voltage increase about 11.9247 percent  and hourly average rotation increase about 6.9742 percent  and hourly average pressure increase about 8.6558 percent  and hourly average vibration decrease about 12.519 percent .","At the time 00:00:00 in 2015-08-01, the machine which has machine ID 64 and model ID model3 and 20 age , has hourly average voltage 165.312638 and hourly average rotation 433.484538 and hourly average pressure 116.670842 and hourly average vibration 35.618489 .","At at the time 23:00:00 in 2015-07-31, the machine which has machine ID 64 and model ID model3 and 20 age , has hourly average voltage decrease about 0.8354 percent  and hourly average rotation decrease about 18.2919 percent  and hourly average pressure increase about 5.3958 percent  and hourly average vibration decrease about 6.0965 percent .","At the time 23:00:00 in 2015-07-31, the machine which has machine ID 64 and model ID model3 and 20 age , has hourly average voltage 147.69982 and hourly average rotation 405.223255 and hourly average pressure 107.37656 and hourly average vibration 40.715694 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
1501,2015-08-01 06:00:00,99,147.54266022153,471.754735806571,104.324517080359,42.9831904521757,model1,14,True,There are some anomalies,2015-08-01,06:00:00,147.54266,471.754736,104.324517,42.98319,0.3747076195933858,increase,37.4708,343.167324515236,-0.048128873039357374,decrease,4.8129,0.019358348781178737,increase,1.9358,144.740718902183,-0.15850584215262095,decrease,15.8506,0.2986484017698076,increase,29.8648,80.3331501722751,-0.22265365931415998,decrease,22.2654,0.8802039427217572,increase,88.0204,22.8609192202596,-0.34006030180644653,decrease,34.006,99.0,model1,14.0,"At at the time 06:00:00 in 2015-08-01, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage increase about 1.9358 percent  and hourly average rotation increase about 37.4708 percent  and hourly average pressure increase about 29.8648 percent  and hourly average vibration increase about 88.0204 percent .","At the time 06:00:00 in 2015-08-01, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage 147.54266 and hourly average rotation 471.754736 and hourly average pressure 104.324517 and hourly average vibration 42.98319 .","At at the time 05:00:00 in 2015-08-01, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage decrease about 15.8506 percent  and hourly average rotation decrease about 4.8129 percent  and hourly average pressure decrease about 22.2654 percent  and hourly average vibration decrease about 34.006 percent .","At the time 05:00:00 in 2015-08-01, the machine which has machine ID 99 and model ID model1 and 14 age , has hourly average voltage 144.740719 and hourly average rotation 343.167325 and hourly average pressure 80.33315 and hourly average vibration 22.860919 .",0,1,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
1059,2015-08-01 21:00:00,73,172.257644505531,401.539247504188,110.804025203477,37.0581166095607,model2,20,False,There is no anomaly,2015-08-01,21:00:00,172.257645,401.539248,110.804025,37.058117,-0.15570231263436896,decrease,15.5702,475.589656957449,0.11822971233346145,increase,11.823,0.055162354144209745,increase,5.5162,163.252265235752,-0.1635435963500573,decrease,16.3544,0.23643791209365564,increase,23.6438,89.6155189999415,-0.16127136167460895,decrease,16.1271,-0.15094068482727652,decrease,15.0941,43.6460868485048,-0.03390191760398698,decrease,3.3902,73.0,model2,20.0,"At at the time 21:00:00 in 2015-08-01, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage increase about 5.5162 percent  and hourly average rotation decrease about 15.5702 percent  and hourly average pressure increase about 23.6438 percent  and hourly average vibration decrease about 15.0941 percent .","At the time 21:00:00 in 2015-08-01, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage 172.257645 and hourly average rotation 401.539248 and hourly average pressure 110.804025 and hourly average vibration 37.058117 .","At at the time 20:00:00 in 2015-08-01, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage decrease about 16.3544 percent  and hourly average rotation increase about 11.823 percent  and hourly average pressure decrease about 16.1271 percent  and hourly average vibration decrease about 3.3902 percent .","At the time 20:00:00 in 2015-08-01, the machine which has machine ID 73 and model ID model2 and 20 age , has hourly average voltage 163.252265 and hourly average rotation 475.589657 and hourly average pressure 89.615519 and hourly average vibration 43.646087 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
746,2015-08-02 06:00:00,52,202.476066644298,472.534889895287,98.1084051059119,35.0261732644347,model3,14,True,There are some anomalies,2015-08-02,06:00:00,202.476067,472.53489,98.108405,35.026173,0.08966746194914568,increase,8.9667,433.650546057454,0.2614402962287465,increase,26.144,0.19642392760046148,increase,19.6424,169.234384212277,0.003829183992457839,increase,0.3829,-0.13790731844953666,decrease,13.7907,113.80261914469,0.2620002798715162,increase,26.2,-0.060762392548303124,decrease,6.0762,37.2921324556694,-0.13261696536347517,decrease,13.2617,52.0,model3,14.0,"At at the time 06:00:00 in 2015-08-02, the machine which has machine ID 52 and model ID model3 and 14 age , has hourly average voltage increase about 19.6424 percent  and hourly average rotation increase about 8.9667 percent  and hourly average pressure decrease about 13.7907 percent  and hourly average vibration decrease about 6.0762 percent .","At the time 06:00:00 in 2015-08-02, the machine which has machine ID 52 and model ID model3 and 14 age , has hourly average voltage 202.476067 and hourly average rotation 472.53489 and hourly average pressure 98.108405 and hourly average vibration 35.026173 .","At at the time 05:00:00 in 2015-08-02, the machine which has machine ID 52 and model ID model3 and 14 age , has hourly average voltage increase about 0.3829 percent  and hourly average rotation increase about 26.144 percent  and hourly average pressure increase about 26.2 percent  and hourly average vibration decrease about 13.2617 percent .","At the time 05:00:00 in 2015-08-02, the machine which has machine ID 52 and model ID model3 and 14 age , has hourly average voltage 169.234384 and hourly average rotation 433.650546 and hourly average pressure 113.802619 and hourly average vibration 37.292132 .",0,1,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
985,2015-08-02 11:00:00,68,180.850258462861,508.175823087209,102.695725030981,37.5416775097536,model3,10,False,There is no anomaly,2015-08-02,11:00:00,180.850258,508.175823,102.695725,37.541678,0.01541891895210063,increase,1.5419,500.45928197954,-0.09372919898818281,decrease,9.3729,0.06359596568750005,increase,6.3596,170.036615686071,-0.15446099143556746,decrease,15.4461,-0.028123415248841543,decrease,2.8123,105.667454738891,0.11048055787273099,increase,11.0481,-0.20740952412765498,decrease,20.741,47.365794382571,0.28728991005922105,increase,28.729,68.0,model3,10.0,"At at the time 11:00:00 in 2015-08-02, the machine which has machine ID 68 and model ID model3 and 10 age , has hourly average voltage increase about 6.3596 percent  and hourly average rotation increase about 1.5419 percent  and hourly average pressure decrease about 2.8123 percent  and hourly average vibration decrease about 20.741 percent .","At the time 11:00:00 in 2015-08-02, the machine which has machine ID 68 and model ID model3 and 10 age , has hourly average voltage 180.850258 and hourly average rotation 508.175823 and hourly average pressure 102.695725 and hourly average vibration 37.541678 .","At at the time 10:00:00 in 2015-08-02, the machine which has machine ID 68 and model ID model3 and 10 age , has hourly average voltage decrease about 15.4461 percent  and hourly average rotation decrease about 9.3729 percent  and hourly average pressure increase about 11.0481 percent  and hourly average vibration increase about 28.729 percent .","At the time 10:00:00 in 2015-08-02, the machine which has machine ID 68 and model ID model3 and 10 age , has hourly average voltage 170.036616 and hourly average rotation 500.459282 and hourly average pressure 105.667455 and hourly average vibration 47.365794 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
88,2015-08-02 17:00:00,7,169.646491271235,475.159250212011,92.0982894191638,37.9872956071919,model3,20,False,There is no anomaly,2015-08-02,17:00:00,169.646491,475.15925,92.098289,37.987296,0.2214332815191093,increase,22.1433,389.017769043472,-0.23944571087889968,decrease,23.9446,-0.027456799160625354,decrease,2.7457,174.435943950683,0.03723057281021665,increase,3.7231,-0.0009666646250509811,decrease,0.0967,92.1874037212164,-0.026880543611079118,decrease,2.6881,-0.02019647409443658,decrease,2.0196,38.7703193577334,-0.13057189837479388,decrease,13.0572,7.0,model3,20.0,"At at the time 17:00:00 in 2015-08-02, the machine which has machine ID 7 and model ID model3 and 20 age , has hourly average voltage decrease about 2.7457 percent  and hourly average rotation increase about 22.1433 percent  and hourly average pressure decrease about 0.0967 percent  and hourly average vibration decrease about 2.0196 percent .","At the time 17:00:00 in 2015-08-02, the machine which has machine ID 7 and model ID model3 and 20 age , has hourly average voltage 169.646491 and hourly average rotation 475.15925 and hourly average pressure 92.098289 and hourly average vibration 37.987296 .","At at the time 16:00:00 in 2015-08-02, the machine which has machine ID 7 and model ID model3 and 20 age , has hourly average voltage increase about 3.7231 percent  and hourly average rotation decrease about 23.9446 percent  and hourly average pressure decrease about 2.6881 percent  and hourly average vibration decrease about 13.0572 percent .","At the time 16:00:00 in 2015-08-02, the machine which has machine ID 7 and model ID model3 and 20 age , has hourly average voltage 174.435944 and hourly average rotation 389.017769 and hourly average pressure 92.187404 and hourly average vibration 38.770319 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
941,2015-08-02 20:00:00,65,180.021502870684,475.245253807274,104.840452243607,35.0908728469038,model3,15,False,There is no anomaly,2015-08-02,20:00:00,180.021503,475.245254,104.840452,35.090873,0.08528494646003117,increase,8.5285,437.899056240873,-0.16268751314933758,decrease,16.2688,0.0859239564795885,increase,8.5924,165.777264417564,0.039321003484886825,increase,3.9321,-0.07835830387371995,decrease,7.8358,113.75402467603,0.23900278754756793,increase,23.9003,-0.09326679981842691,decrease,9.3267,38.7003286522175,-0.1342453670242333,decrease,13.4245,65.0,model3,15.0,"At at the time 20:00:00 in 2015-08-02, the machine which has machine ID 65 and model ID model3 and 15 age , has hourly average voltage increase about 8.5924 percent  and hourly average rotation increase about 8.5285 percent  and hourly average pressure decrease about 7.8358 percent  and hourly average vibration decrease about 9.3267 percent .","At the time 20:00:00 in 2015-08-02, the machine which has machine ID 65 and model ID model3 and 15 age , has hourly average voltage 180.021503 and hourly average rotation 475.245254 and hourly average pressure 104.840452 and hourly average vibration 35.090873 .","At at the time 19:00:00 in 2015-08-02, the machine which has machine ID 65 and model ID model3 and 15 age , has hourly average voltage increase about 3.9321 percent  and hourly average rotation decrease about 16.2688 percent  and hourly average pressure increase about 23.9003 percent  and hourly average vibration decrease about 13.4245 percent .","At the time 19:00:00 in 2015-08-02, the machine which has machine ID 65 and model ID model3 and 15 age , has hourly average voltage 165.777264 and hourly average rotation 437.899056 and hourly average pressure 113.754025 and hourly average vibration 38.700329 .",0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,0
198,2015-08-03 06:00:00,15,182.503267717322,388.295399042963,106.228345070622,41.6168259127499,model3,14,True,There are some anomalies,2015-08-03,06:00:00,182.503268,388.295399,106.228345,41.616826,0.015362874694842732,increase,1.5363,382.420323531783,-0.21444670120781198,decrease,21.4447,-0.015104210922137469,decrease,1.5104,185.302109869102,0.03766489442866495,increase,3.7665,0.009430950101931788,increase,0.9431,105.235870823948,0.2886925448848724,increase,28.8693,0.041581475340217805,increase,4.1581,39.9554205773066,0.2360151732077439,increase,23.6015,15.0,model3,14.0,"At at the time 06:00:00 in 2015-08-03, the machine which has machine ID 15 and model ID model3 and 14 age , has hourly average voltage decrease about 1.5104 percent  and hourly average rotation increase about 1.5363 percent  and hourly average pressure increase about 0.9431 percent  and hourly average vibration increase about 4.1581 percent .","At the time 06:00:00 in 2015-08-03, the machine which has machine ID 15 and model ID model3 and 14 age , has hourly average voltage 182.503268 and hourly average rotation 388.295399 and hourly average pressure 106.228345 and hourly average vibration 41.616826 .","At at the time 05:00:00 in 2015-08-03, the machine which has machine ID 15 and model ID model3 and 14 age , has hourly average voltage increase about 3.7665 percent  and hourly average rotation decrease about 21.4447 percent  and hourly average pressure increase about 28.8693 percent  and hourly average vibration increase about 23.6015 percent .","At the time 05:00:00 in 2015-08-03, the machine which has machine ID 15 and model ID model3 and 14 age , has hourly average voltage 185.30211 and hourly average rotation 382.420324 and hourly average pressure 105.235871 and hourly average vibration 39.955421 .",1,0,0,0,1,1,0,0,0,0,0,0,0,True,True,False,1
